Product Code,Description,Main,price,Brand,Category Code,Supplier Product Code
UG-10202,UGREEN DP Male to HDMI Male Cable 2m (Black),0,17.9,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-10202
UG-10203,UGREEN DP Male to HDMI Male Cable 3m (Black),0,19.7,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-10203
UG-10204,UGREEN DP Male to HDMI Male Cable 5m (Black),0,24.2,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-10204
UG-10211,UGREEN DP Male to Male Cable 2m (Black),30,10.6,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-10211
UG-10213,UGREEN DP Male to Male Cable 5m (Black),2,17.1,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-10213
UG-10221,UGREEN DP male to DVI male cable 2M,0,15.8,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-10221
UG-10306,UGREEN USB-C 2.0 M/M Cable 2m (Black),0,6.6,UGREEN,CABLES - USB 2 Cables,UG-10306
UG-10321,UGREEN USB 2.0 Active extension cable with Chipset 10M,0,18.7,UGREEN,CABLES - USB 2 Cables,UG-10321
UG-10324,UGREEN USB 2.0 Active extension cable with Chipset 20M,0,44.2,UGREEN,CABLES - USB 2 Cables,UG-10324
UG-10355,UGREEN USB 2.0 A Male To Mini 5 Pin Male cable Gold-plated1M,30,4.9,UGREEN,CABLES - USB 2 Cables,UG-10355
UG-10370,UGREEN USB 3.0 A Male to A Male Cable 1M,7,5.1,UGREEN,CABLES - USB3 Cables,UG-10370
UG-10372,UGREEN USB 3.0 AM to BM Print Cable 2m (Black),0,7.6,UGREEN,CABLES - USB3 Cables,UG-10372
UG-10376,UGREEN USB2.0-A to DC 3.5mm M/F Charging Cable 1m (Black),0,2.1,UGREEN,CABLES - USB 2 Cables,UG-10376
UG-10402,UGREEN Mini DP Male to DVI Female Converter Cable 15cm,21,9.5,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-10402
UG-10421,UGREEN Air Vent Car Electric Fan,0,21.6,UGREEN,ACCESSORIES,10421
UG-10422,UGREEN Air Vent Phone Holder,0,7.5,UGREEN,ACCESSORIES,10422
UG-10433,UGREEN Mini DP to DP Cable 2m (Black),30,10.6,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-10433
UG-10445,UGREEN Mini DP to DP Cable,0,7.7,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-10445
UG-10493,UGREEN Lightning  To Type-C 2.0 Male Cable White,30,24.9,UGREEN,CABLES - USB 2 Cables,UG-10493
UG-10510,UGREEN 3.5mm to 2 RCA Male/Male Audio Cable 2m (Gray),0,5.9,UGREEN,CABLES - Audio/Video Cables,UG-10510
UG-10519,UGREEN 2RCA Male to 2RCA Male Cable 3m (Black),24,9.4,UGREEN,CABLES,UG-10519
UG-10538,UGREEN 3.5mm Male to 3.5mm Female Extension Cable 5m (Black),0,7,UGREEN,CABLES - Other Cables,UG-10538
UG-10547,UGREEN 3.5mm Male to 2RCA Female Cable 25cm (Gray),0,4.3,UGREEN,CABLES,UG-10547
UG-10599,UGREEN 3.5mm Male to 3.5mm Male Straight to angle flat Cable  2m (Black),30,4.2,UGREEN,CABLES - Audio/Video Cables,UG-10599
UG-10628,UGREEN 3.5mm to 6.35mm TRS Stereo Audio Cable 2m (Gray),30,9.1,UGREEN,CABLES - Audio/Video Cables,UG-10628
UG-10638,UGREEN 6.5mm Male to Male Stereo Auxiliary Aux Audio Cable 2m (Gray),30,8.3,UGREEN,CABLES - Audio/Video Cables,UG-10638
UG-10689,UGREEN 3.5mm Male to 3.5mm Male Cable Gold Plated Metal Case with Braid 5m (Blue),0,9.2,UGREEN,CABLES,UG-10689
UG-10729,UGREEN 3.5mm Male to 3.5mm Male Straigth to angle flat Cable  5m (Black),30,6,UGREEN,CABLES - Audio/Video Cables,UG-10729
UG-10780,UGREEN 3.5mm Aux Stereo Audio Splitter Cable with Braid 20cm (White),14,6.2,UGREEN,Audio and Visual Products,UG-10780
UG-10841,UGREEN USB 3.0 A male to Micro USB 3.0 male cable  Black 1M,25,5.5,UGREEN,CABLES - USB3 Cables,UG-10841
UG-10902,UGREEN USB-C Female to M.2 M-Key 10G Enclosure C TO C Cable 50cm,10,48.6,UGREEN,CABLES,UG-10902
UG-10919,UGREEN USB-C to 2*USB 3.0+HDMI+RJ45 Ethernet Adapter+PD,0,59.2,UGREEN,CABLES - USB3 Cables,UG-10919
UG-10935,UGREEN USB 2-In 3-Out Splitter,0,37.8,UGREEN,ADAPTORS / CONVERTERS,10935
UG-11106,"UGREEN HDMI cable 1.4V, full copper 19+1;15M",0,47.2,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-11106
UG-11202,UGREEN Cat 6 UTP Lan Cable 2m (Blue),30,1.9,UGREEN,CABLES - CAT6 10/100/1000,UG-11202
UG-11203,UGREEN Cat 6 UTP Lan Cable 3m (Blue),0,1.8,UGREEN,CABLES - CAT6 10/100/1000,UG-11203
UG-11204,UGREEN Cat 6 UTP Lan Cable 5m (Blue),0,3.4,UGREEN,CABLES - CAT6 10/100/1000,UG-11204
UG-11205,UGREEN Cat 6 UTP Lan Cable 10m (Blue),0,6.2,UGREEN,CABLES - CAT6 10/100/1000,UG-11205
UG-11206,UGREEN Cat 6 UTP Lan Cable 20m (Blue),0,11.1,UGREEN,CABLES - CAT6 10/100/1000,UG-11206
UG-11207,UGREEN Cat 6 UTP Lan Cable 15m (Blue),0,8.6,UGREEN,CABLES - CAT6 10/100/1000,UG-11207
UG-11224,UGREEN Cat 7 STP Lan Cable 25m (Black),0,27.5,UGREEN,CABLES - CAT6 10/100/1000,UG-11224
UG-11229,UGREEN cat 7 STP lan cable Black color 0.5M,17,2.9,UGREEN,CABLES - CAT6 10/100/1000,UG-11229
UG-11268,UGREEN Cat 7 STP Lan Cable 1m (Black),0,3.4,UGREEN,CABLES - CAT6 10/100/1000,UG-11268
UG-11269,UGREEN Cat 7 STP Lan Cable 2m (Black),0,4.5,UGREEN,CABLES - CAT6 10/100/1000,UG-11269
UG-11270,UGREEN Cat 7 STP Lan Cable 3m (Black),0,5.2,UGREEN,CABLES - CAT6 10/100/1000,UG-11270
UG-11271,UGREEN Cat 7 STP Lan Cable 5m (Black),0,7.8,UGREEN,CABLES - CAT6 10/100/1000,UG-11271
UG-11273,UGREEN cat 7 STP lan cable Black color 10M,0,13.8,UGREEN,CABLES - CAT6 10/100/1000,UG-11273
UG-11274,UGREEN cat 7 STP lan cable Black color 15M,0,20,UGREEN,CABLES - CAT6 10/100/1000,UG-11274
UG-11275,UGREEN Cat 7 STP Lan Cable 20m (Black),0,24.1,UGREEN,CABLES - CAT6 10/100/1000,UG-11275
UG-11277,UGREEN Cat 7 STP Lan Cable 1.5m (Black),0,4.4,UGREEN,CABLES - CAT6 10/100/1000,UG-11277
UG-11286,UGREEN Cat 7 STP Lan Cable 30m (Black),0,30.8,UGREEN,CABLES - CAT6 10/100/1000,UG-11286
UG-11604,UGREEN DVI(24+1) male to male cable gold-plated 2M,16,11.1,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-11604
UG-11607,UGREEN DVI(24+1) male to male cable gold-plated 3M,0,13.1,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-11607
UG-11608,UGREEN DVI(24+1) male to male cable gold-plated 5M,0,17.3,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-11608
UG-20103,UGREEN USB-C to Micro B Cable M/M 1m (Black),0,6.3,UGREEN,CABLES - USB3 Cables,UG-20103
UG-20107,UGREEN HDMI Female to Female Adapter (Black),0,2.8,UGREEN,ADAPTORS / CONVERTERS,UG-20107
UG-20110,UGREEN HDMI Male to Female Adapter Up,12,3.1,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-20110
UG-20118,UGREEN DVI male to HDMI female adapter cable,2,6.2,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-20118
UG-20123,UGREEN HDMI male to DVI(24+5) Female adapter,0,4.1,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-20123
UG-20124,UGREEN DVI24+1 male to HDMI female adapter,0,3.4,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-20124
UG-20134,UGREEN Micro HDMI Male to HDMI Female Adapter Cable 22cm(Black),0,6.6,UGREEN,ADAPTORS / CONVERTERS,UG-20134
UG-20136,UGREEN HDMImale to DVI female adapter cable,0,6.2,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-20136
UG-20137,UGREEN Mini HDMI Male to HDMI Female Adapter Cable 22cm (Black),15,6.2,UGREEN,ADAPTORS / CONVERTERS,UG-20137
UG-20168,UGREEN Cat 6 UTP Lan Cable 30m (Black),22,15.4,UGREEN,CABLES - CAT6 10/100/1000,UG-20168
UG-20169,UGREEN Cat 6 UTP Lan Cable 40m (Black),18,20.8,UGREEN,CABLES - CAT6 10/100/1000,UG-20169
UG-20170,UGREEN Cat 6 UTP Lan Cable 50m (Black),18,26.1,UGREEN,CABLES - CAT6 10/100/1000,UG-20170
UG-20192,UGREEN USB-C Male to 3.5mm Male Audio Cable with Chip 1m,30,13.9,UGREEN,CABLES - Audio/Video Cables,UG-20192
UG-20218,UGREEN USB 2.0 TO DB9 RS-232 adapter Cable- FTDI chipset 2M,0,23,UGREEN,ADAPTORS / CONVERTERS,UG-20218
UG-20224,UGREEN USB to DB25 Parallel Printer Cable 2m,30,12.1,UGREEN,ADAPTORS / CONVERTERS,UG-20224
UG-20225,UGREEN USB to IEEE1284 Parallel Printer Cable 2m,30,12.1,UGREEN,ADAPTORS / CONVERTERS,UG-20225
UG-20231,UGREEN USB 3.0 to SATA Hard Driver Converter Cable 50cm,0,15.8,UGREEN,ADAPTORS / CONVERTERS,UG-20231
UG-20250,UGREEN 2 in 1 USB 3.0 Card Reader 15cm without OTG,30,11.6,UGREEN,ADAPTORS / CONVERTERS,UG-20250
UG-20254,UGREEN USB 2.0 A To 100Mbps Ethernet Adapter,0,20.5,UGREEN,ADAPTORS / CONVERTERS,UG-20254
UG-20255,UGREEN USB3.0 Giga Lan Card--ABS case   white ABS  10CM,0,25.4,UGREEN,ADAPTORS / CONVERTERS,UG-20255
UG-20265,UGREEN USB 3.0 Combo—USB 3.0 Giga Ethernet + 3 ports USB 3.0 Hub,0,39.6,UGREEN,ADAPTORS / CONVERTERS,UG-20265
UG-20282,UGREEN USB 3.0 Hub  0.5m (White),28,16.5,UGREEN,HUBS AND CARDREADERS,UG-20282
UG-20290,UGREEN USB 3.0 A 4 Ports HUB,30,17.8,UGREEN,HUBS AND CARDREADERS,UG-20290
UG-20311,UGREEN RJ 45 network Keystone Jack In-Line Coupler Female to Female White,0,2.7,UGREEN,CABLES - CAT6 10/100/1000,UG-20311
UG-20316,UGREEN Wall Plate Frame,17,2.5,UGREEN,ACCESSORIES,UG-20316
UG-20318,UGREEN HDMI Socket Panel (White),7,4.2,UGREEN,POWER BOARD,UG-20318
UG-20333,UGREEN Cat 6 Shielded Crystal Head 10 Pack,12,2.7,UGREEN,CABLES - CAT6 10/100/1000,UG-20333
UG-20405,UGREEN DisplayPort male to DVI female converter 15CM,0,14.3,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-20405
UG-20418,UGREEN Mini DP to HDMI/VGA/DVI Converter (Black),4,26.4,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-20418
UG-20435,UGREEN Foldable Phone Stand (Black),30,11.5,UGREEN,ACCESSORIES,UG-20435
UG-20501,UGREEN 2.5mm Male to 3.5mm Female Adapter,30,3,UGREEN,ADAPTORS / CONVERTERS,UG-20501
UG-20503,UGREEN 6.5mm Male to 3.5mm Female Adapter,0,2.3,UGREEN,ADAPTORS / CONVERTERS,UG-20503
UG-20728,UGREEN Lightning To USB 2.0 A  Male Cable White,30,23.5,UGREEN,CABLES - USB 2 Cables,UG-20728
UG-20816,UGREEN 3.5mm Male to 2 Female Audio Cable 25cm (Black),30,5.3,UGREEN,CABLES - Audio/Video Cables,UG-20816
UG-20818,UGREEN Outdoor Running Waist Belt Pack (Black),30,14.3,UGREEN,ACCESSORIES,UG-20818
UG-20846,UGREEN USB 2.0 AM to BM print cable gold-plated 1M,30,3.3,UGREEN,CABLES - USB 2 Cables,UG-20846
UG-20848,UGREEN Mini DP Male to HDMI Cable 4K 1.5m (Black),30,17.3,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-20848
UG-20884,UGREEN USB 3.0 A Male to Type C Male Cable Nickel Plating 2m (black),30,7.2,UGREEN,CABLES - USB3 Cables,UG-20884
UG-20898,UGREEN 3.5mm Female to 2 Male Audio Cable ABS Case (Black),0,4.5,UGREEN,CABLES - Audio/Video Cables,UG-20898
UG-30103,UGREEN Micro HDMI to HDMI cable 2.0V full copper 19+1 2M,0,9.9,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-30103
UG-30115,UGREEN HDMI Cable 0.5m (Black),30,5.1,UGREEN,CABLES,UG-30115
UG-30127,UGREEN USB 3.0 Extension Cable (A Male to A Female) Black 3M,0,9,UGREEN,CABLES - USB3 Cables,UG-30127
UG-30143,UGREEN USB 2.0 External Sound Adapter (White),30,10.8,UGREEN,ADAPTORS / CONVERTERS,UG-30143
UG-30283,UGREEN Air Vent Mount Phone Holder (Black Gray),0,6.4,UGREEN,MobilePhone/Tablet Accessories,UG-30283
UG-30285,UGREEN Adjustable Portable Stand Multi-Angle (White),0,6.2,UGREEN,ACCESSORIES,UG-30285
UG-30345,UGREEN USB 2.0 Sharing Switch 2x1 (Black),0,17.4,UGREEN,CABLES - USB 2 Cables,UG-30345
UG-30346,UGREEN USB 2.0 Sharing Switch 4x1 (Black),9,25.5,UGREEN,CABLES - USB 2 Cables,UG-30346
UG-30355,UGREEN Micro HDMI to HDMI + VGA Adapter 30cm (Black),3,27.9,UGREEN,ADAPTORS / CONVERTERS,UG-30355
UG-30389,UGREEN USB-C to USB-C Thunderbolt 4 Cable 0.8m (Black),0,76.2,UGREEN,CABLES,30389
UG-30391,UGREEN USB-C to Micro USB Adapter  (Black),0,3.1,UGREEN,CABLES - USB 2 Cables,UG-30391
UG-30398,UGREEN Universal Cable Management Box White L Size,11,32.6,UGREEN,Storage,UG-30398
UG-30401,UGREEN Gravity Phone Holder for Round Air Vent,20,18.9,UGREEN,ACCESSORIES,UG-30401
UG-30443,UGREEN USB Bluetooth 4.0 Adapter (White),30,10.9,UGREEN,ADAPTORS / CONVERTERS,UG-30443
UG-30449,UGREEN HDMI to VGA Converter Cable 1.5m (Black),0,21.6,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-30449
UG-30485,UGREEN Multi-Angle Adjustable Portable Stand for iPad (White),20,8,UGREEN,MobilePhone/Tablet Accessories,UG-30485
UG-30619,UGREEN 3.5mm male to 2 Female Audio Cable Aluminum Case (Black),30,6.4,UGREEN,Audio and Visual Products,UG-30619
UG-30620,UGREEN 3.5mm male to 2 Female Audio Cable ABS Case (Black),0,4.5,UGREEN,CABLES - Audio/Video Cables,UG-30620
UG-30632,UGREEN Type C to 3.5mm Jack adapter cable 10CM,0,5.3,UGREEN,Card Reader,UG-30632
UG-30715,UGREEN PCIe 4.0(16×) to M.2 NVMe Expansion Card,0,11.8,UGREEN,ADAPTORS / CONVERTERS,30715
UG-30756,UGREEN Lightning M/F Round Cable Aluminum Shell with Braided 10cm (Black),29,30.8,UGREEN,CABLES,UG-30756
UG-30762,UGREEN Cable Organizer 2 Pack (Black),30,6.3,UGREEN,CABLES - Cable Tie,UG-30762
UG-30767,UGREEN 2 In 4 Out USB 2.0 Sharing Switch Box,0,19.5,UGREEN,SWITCHES,UG-30767
UG-30768,UGREEN 2 In 4 Out USB 3.0 Sharing Switch Box,0,38.7,UGREEN,SWITCHES,UG-30768
UG-30780,UGREEN Dual USB Car Charger (Space Gray),28,20.1,UGREEN,ACCESSORIES,UG-30780
UG-30797,UGREEN Angled SATA 3 Data Cable 0.5m (Black),28,2.8,UGREEN,CABLES - SATA/ESATA Cables,UG-30797
UG-30798,UGREEN Air Vent Mount Phone Holder (Black),0,9.1,UGREEN,MobilePhone/Tablet Accessories,UG-30798
UG-30818,UGREEN Protection Tube DIA 25mm 1.5m (Black),19,5.5,UGREEN,ACCESSORIES,UG-30818
UG-30819,UGREEN Protection Tube DIA 25mm 3m (Black),0,8.1,UGREEN,ACCESSORIES,UG-30819
UG-30820,UGREEN Protection Tube DIA 25mm 5m (Black),30,12.3,UGREEN,ACCESSORIES,UG-30820
UG-30843,UGREEN USB Type C to HDMI + VGA Converter (White),0,36.4,UGREEN,ADAPTORS / CONVERTERS,UG-30843
UG-30848,UGREEN USB 3.0 To 2.5 SATA Hard Driver Enclosure,30,18.6,UGREEN,CABLES - SATA/ESATA Cables,UG-30848
UG-40113,UGREEN USB4 Charging Cable 0.8m 40Gbps,0,54.3,UGREEN,CABLES,40113
UG-40202,UGREEN 1x4 HDMI Amplifier Splitter (Black),0,50.6,UGREEN,ADAPTORS / CONVERTERS,40202
UG-40233,UGREEN HDMI to VGA Converter with Audio (Black),8,19.5,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-40233
UG-40234,UGREEN HDMI 3*1 Switch with IR,0,42.9,UGREEN,SWITCHES,UG-40234
UG-40248,UGREEN HDMI to VGA Converter 25cm (Black),0,14.1,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-40248
UG-40309,UGREEN Quick Charge 3.0 Dual Port USB Car Charger (Black),0,13.5,UGREEN,MobilePhone/Tablet Accessories,UG-40309
UG-40356,UGREEN Cable Organizer 5m (Black),0,6.7,UGREEN,CABLES,UG-40356
UG-40360,UGREEN Mini DP to HDMI Converter 4K (Black),30,12.3,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-40360
UG-40361,UGREEN Mini DP to HDMI Converter 4K (White),11,12.3,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-40361
UG-40363,UGREEN DisplayPort to HDMI Female Converter 4K*2K,5,14.7,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-40363
UG-40372,UGREEN USB-C to DisplayPort Adapter (White),10,28.4,UGREEN,ADAPTORS / CONVERTERS,UG-40372
UG-40394,UGREEN Mini Smart Charger 20W,30,18,UGREEN,MobilePhone/Tablet Accessories,UG-40394
UG-40410,UGREEN HDMI M/M Cable 2m (Black),30,7.9,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-40410
UG-40411,UGREEN HDMI Male to Male Cable Version 2.0 with braid 3M,30,9.7,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-40411
UG-40412,UGREEN HDMI Male to Male Cable Version 2.0 with braid 5M,0,14.1,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-40412
UG-40574,UGREEN USB Type C Male to Female Extension Cable 0.5m (Black),0,11.5,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-40574
UG-40736,UGREEN Dual Port Car Charger with Expansion Sockets 2.4A + QC3.0,30,18.3,UGREEN,MobilePhone/Tablet Accessories,UG-40736
UG-40744,UGREEN HDMI to VGA + HDMI Converter,10,28.6,UGREEN,ADAPTORS / CONVERTERS,UG-40744
UG-40755,UGREEN USB 3.0 All-in-One Card Reader with USB-C Plug,0,25.2,UGREEN,HUBS AND CARDREADERS,UG-40755
UG-40759,UGREEN Wireless Bluetooth Audio Receiver 5.0 with 3.5mm and 2RCA Adapter,0,37.3,UGREEN,Audio and Visual Products,UG-40759
UG-40761,UGREEN Bluetooth 4.2 Receiver Audio Adapter with 3.5mm port,1,44.5,UGREEN,ADAPTORS / CONVERTERS,UG-40761
UG-40799,UGREEN HDMI Male to Male Cable Version 2.0 with braid 0.75M,3,5.3,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-40799
UG-40816,UGREEN Earphone&Cable&Charger  Multi-functional Case,30,3.6,UGREEN,Storage Case,UG-40816
UG-40850,UGREEN USB 3.0 Hub with USB-C Port 1m (Black),20,25,UGREEN,ADAPTORS / CONVERTERS,UG-40850
UG-40854,UGREEN Bluetooth Audio Receiver Version 5.0 with 3.5 Audio + Mic + Battery,0,42.9,UGREEN,Audio and Visual Products,UG-40854
UG-40873,UGREEN USB-C To 3*USB 3.0 A+HDMI+VGA+RJ45 Gigabit+SD/TF+PD Converter,30,86,UGREEN,ADAPTORS / CONVERTERS,UG-40873
UG-40964,UGREEN USB External Stereo Sound Adapter 15cm (Black),22,15.5,UGREEN,Audio and Visual Products,UG-40964
UG-40998,UGREEN Dashboard Phone Holder (Black),0,9.9,UGREEN,MobilePhone/Tablet Accessories,UG-40998
UG-50123,UGREEN USB-C to Angled USB2.0-C Round Cable M/M Aluminum Shell Nickel Plating 1m (Gray Black),30,8.5,UGREEN,CABLES - USB 2 Cables,UG-50123
UG-50125,UGREEN USB-C to Angled USB 2.0 C M/M Round Cable Aluminum Shell Nickel Plating 2m (Gray Black),0,10,UGREEN,CABLES - USB 2 Cables,UG-50125
UG-50209,UGREEN USB-C To HDMI+3*USB 3.0 A+PD Power Converter,0,64,UGREEN,ADAPTORS / CONVERTERS,UG-50209
UG-50213,UGREEN Bluetooth 5.0 Receiver Audio Adapter,4,46.1,UGREEN,ADAPTORS / CONVERTERS,UG-50213
UG-50274,UGREEN Hard disk Storage Bag Large Size,17,10.8,UGREEN,BAGS,UG-50274
UG-50283,UGREEN Type C to USB 3.0 A Adapter Cable with Lanyard (Space Gray),0,5.6,UGREEN,CABLES - USB3 Cables,UG-50283
UG-50307,UGREEN Type C Gigabit          Black,0,28.7,UGREEN,ADAPTORS / CONVERTERS,UG-50307
UG-50363,UGREEN 3.5mm Male to 3.5mm Male Cable Gold Plated Metal Case with Braid 2m (Black),0,5.9,UGREEN,CABLES,UG-50363
UG-50394,UGREEN Universal Holder with Folding Long Arm (Black),10,30.2,UGREEN,ACCESSORIES,UG-50394
UG-50398,UGREEN SATA 4 Pin to 15 Pin Splitter Cable 0.2m,0,3.4,UGREEN,ACCESSORIES,50398
UG-50422,"UGREEN USB 3.0 B To 3.5/2.5"" SATA Hard Driver Enclosure",18,45.5,UGREEN,CABLES - SATA/ESATA Cables,UG-50422
UG-50446,UGREEN USB-C to USB 2.0 Print Cable 2m (Black),0,5.8,UGREEN,CABLES - USB 2 Cables,UG-50446
UG-50505,UGREEN USB-C to HDMI + VGA Adapter with PD (Silver),0,53.6,UGREEN,ADAPTORS / CONVERTERS,UG-50505
UG-50533,UGREEN USB 3.0-A to USB-C M/F Adpater (Gray),0,7.4,UGREEN,CABLES - USB3 Cables,UG-50533
UG-50564,UGREEN Gravity Drive Air Vent Mount Phone Holder (Space gray),0,17.1,UGREEN,MobilePhone/Tablet Accessories,UG-50564
UG-50570,UGREEN USB-C to HDMI Male to Male Cable Aluminum Shell 1.5m (Gray Black),30,37,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-50570
UG-50592,UGREEN 24W Dual USB-A Car Charger (Gray),30,15.8,UGREEN,MobilePhone/Tablet Accessories,UG-50592
UG-50596,UGREEN USB-C to USB-C 2.0 Data Cable 3A  0.5M,30,9,UGREEN,CABLES - USB3 Cables,UG-50596
UG-50706,UGREEN USB-C TF + SD Card Reader with USB Power,26,17.3,UGREEN,Card Reader,UG-50706
UG-50737,UGREEN USB Type C to 10/100/1000M Ethernet Adapter (Space Gray),0,31.2,UGREEN,ADAPTORS / CONVERTERS,UG-50737
UG-50743,UGREEN 2.5 inch Hard Dish box Type C Port,17,25,UGREEN,EXTERNAL ENCLOSURES,UG-50743
UG-50747,UGREEN Multi-Angle Phone Stand Black (Black/ White Version),0,5.8,UGREEN,MobilePhone/Tablet Accessories,UG-50747
UG-50748,UGREEN Multi-Angle Adjustable Portable Stand for iPad (Black),0,7.1,UGREEN,ACCESSORIES,50748
UG-50758,UGREEN Selfie Stick Tripod with Bluetooth Remote,0,19.7,UGREEN,ACCESSORIES,50758
UG-50771,UGREEN USB-C to 3 Ports USB 3.0 Hub + HDMI + Gigabit Ethernet Adapter + PD (Space Gray),0,96.2,UGREEN,HUBS AND CARDREADERS,UG-50771
UG-50875,UGREEN Dual USB Car Charger,22,10.9,UGREEN,ACCESSORIES,UG-50875
UG-50941,UGREEN Angled USB AM to USB Type C Cable Angled 1m,30,6.3,UGREEN,CABLES - USB 2 Cables,UG-50941
UG-50942,UGREEN Angled USB AM to USB Type C Cable Angled 2m,0,8.1,UGREEN,CABLES - USB 2 Cables,UG-50942
UG-50943,UGREEN SATA 15P to ATX 6P Graphics Card Power Cord 0.2m,0,3,UGREEN,ACCESSORIES,50943
UG-50966,UGREEN 2 In 1 Out HDMI Switcher 4K@60Hz,0,16.9,UGREEN,SWITCHES,UG-50966
UG-50985,"UGREEN 4-Port USB 3.0 Hub + Powered by Micro USB, Metal Plated Shell, Ultra Slim",0,19.7,UGREEN,HUBS AND CARDREADERS,UG-50985
UG-50994,UGREEN USB Type C to DP Cable 1.5m (Black),30,32.6,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-50994
UG-50997,UGREEN USB 2.0 Type C to Type C Cable Nickel Plating 1m (Black),30,5.1,UGREEN,CABLES - USB 2 Cables,UG-50997
UG-60116,UGREEN USB-A 2.0 to USB-C Cable Nickel Plating 1m (Black),30,3.1,UGREEN,CABLES - USB 2 Cables,UG-60116
UG-60118,UGREEN USB-A 2.0 to USB-C Cable Nickel Plating 2m (Black),30,4,UGREEN,CABLES - USB 2 Cables,UG-60118
UG-60136,UGREEN USB 2.0 A to Micro USB Cable Nickel Plating 1m (Black),30,2.5,UGREEN,CABLES - USB 2 Cables,UG-60136
UG-60138,UGREEN USB 2.0 A to Micro USB Cable Nickel Plating 2m (Black),30,3.6,UGREEN,CABLES - USB 2 Cables,UG-60138
UG-60146,UGREEN US290 Micro USB 2.0 Cable 1M Metal/Black,30,5.3,UGREEN,CABLES - USB 2 Cables,UG-60146
UG-60148,UGREEN USB 2.0 A to Micro USB Cable Nickel Plating Aluminum Braid 2m (Black),30,6.4,UGREEN,CABLES - USB 2 Cables,UG-60148
UG-60161,UGREEN Alu Case Braided Lightning Cable 1m (Silver),29,23.5,UGREEN,CABLES,UG-60161
UG-60181,UGREEN 3.5mm Male to 3.5mm Male Cable Gold Plated Metal Case with Braid 2m (Blue Black),30,6.2,UGREEN,CABLES,UG-60181
UG-60327,UGREEN Wireless Presenter without Batteries (Black),0,20.8,UGREEN,MICE - USB,UG-60327
UG-60351,UGREEN Type C to Mini DP converter Gray,20,26.6,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-60351
UG-60352,UGREEN HDMI to Mini DP M/F Adapter,6,41.2,UGREEN,CABLES - VGA/DVI/HDMI/DP,UG-60352
UG-60353,UGREEN USB 3.0 2.5Inch Hard Drive Box,25,20.2,UGREEN,ACCESSORIES,UG-60353
UG-60354,UGREEN M.2 M-KEY(NVME) Hard Drive Enclosure 10Gbps,0,65.3,UGREEN,ADAPTORS / CONVERTERS,UG-60354
UG-60356,UGREEN Wireless Display Dongle,12,75.3,UGREEN,Audio and Visual Products,UG-60356
UG-60423,UGREEN 20000mAh PD/QC3.0 Fast Charging Power Bank USB-C + Dual USB (Black),0,64.1,UGREEN,POWER SUPPLIES,UG-60423
UG-60470,UGREEN Fast Wireless Charger 10W/7.5W/5W,14,24.2,UGREEN,MobilePhone/Tablet Accessories,UG-60470
UG-60518,UGREEN USB 2.0 Type C Male to Type C Male Cable Nickel Plating ABS Shell 1m (White),30,5.6,UGREEN,CABLES - USB 2 Cables,UG-60518
UG-60520,UGREEN USB 2.0 C M/M ABS Cover 2m (White),30,6.9,UGREEN,CABLES - USB 2 Cables,UG-60520
UG-60521,"UGREEN USB A to Lightning Braided Cable with Aluminum Shell M/M, Nickel Plated Connector, black, 1m",29,23.9,UGREEN,CABLES - USB 2 Cables,UG-60521
